mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1.73529119492,0.0123650074005,0.889365444,0.999219391209,0.5,0.1,ls,4,sqrt,2,2,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 1000, 'max_features': 'sqrt', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 4}",79,0.913144652352,0.999241453833,0.871014548087,0.999221783365,0.896489978943,0.999231425565,0.908797092611,0.999228287819,0.85736222969,0.999174005466,0.0362026993231,0.000628148370003,0.0217007977841,2.35640527536e-05
0.878630399704,0.00654807090759,0.887412781233,0.996084954285,0.5,0.1,ls,4,sqrt,2,5,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 500, 'max_features': 'sqrt', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 4}",119,0.920477410166,0.996061286409,0.857174397417,0.996281400622,0.890352323685,0.995859573609,0.917926795862,0.996342550591,0.851123233364,0.995879960191,0.0577291043771,0.00010592801973,0.0292073499292,0.000199161349664
1.66222658157,0.0119932174683,0.887926027115,0.999167405049,0.5,0.1,ls,4,sqrt,2,5,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 1000, 'max_features': 'sqrt', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 4}",109,0.908425788102,0.999179250341,0.872946288271,0.999203540765,0.891501958849,0.99909877541,0.909386702814,0.999202300259,0.857350362981,0.999153158472,0.050801717305,0.000632152039719,0.020259536485,3.89275451014e-05
0.788141441345,0.00658860206604,0.894245969771,0.995219514945,0.5,0.1,ls,4,sqrt,2,10,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 500, 'max_features': 'sqrt', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 4}",22,0.925765341065,0.995113045859,0.874347057299,0.995371998779,0.905058335075,0.995535238353,0.9021544395,0.995047819079,0.863864605366,0.995029472655,0.0247685260502,0.000172276956117,0.022330553498,0.000199931887738
1.58828635216,0.0118626594543,0.888210643501,0.998980624862,0.5,0.1,ls,4,sqrt,2,10,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 2, 'n_estimators': 1000, 'max_features': 'sqrt', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 4}",103,0.913036541082,0.998882580052,0.866372337186,0.999050144612,0.88575623923,0.998903998694,0.916119689288,0.998982243133,0.859758108681,0.99908415782,0.0350714721631,0.000436367504808,0.0231852754161,7.878964696e-05
8.96123738289,0.0082676410675,0.889060272629,0.998951620825,0.5,0.1,ls,4,auto,1,2,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 500, 'max_features': 'auto', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 4}",86,0.903575988387,0.999026596485,0.848357104922,0.998958009841,0.904997902273,0.998988925398,0.915225084891,0.998933408942,0.873235584232,0.998851163459,0.179371584075,0.00408980104758,0.0247333809504,5.91221706754e-05
17.758094883,0.0107309818268,0.886189703782,0.999923613675,0.5,0.1,ls,4,auto,1,2,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 1000, 'max_features': 'auto', 'min_samples_split': 2, 'alpha': 0.5, 'max_depth': 4}",139,0.903402521826,0.999926487687,0.839341919124,0.99992124522,0.902125839979,0.999926242776,0.915395316819,0.999928471611,0.8707851107,0.999915621081,0.315473651127,8.74822713718e-05,0.027707475237,4.65323108105e-06
8.68032035828,0.00603199005127,0.883434396504,0.998837391188,0.5,0.1,ls,4,auto,1,5,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 500, 'max_features': 'auto', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 4}",196,0.894438090369,0.998899400084,0.851794681074,0.99892431526,0.890768220758,0.998798505206,0.905090564143,0.998808070666,0.875151584872,0.998756664724,0.152205486447,6.10347837198e-05,0.0185204553937,6.37016043349e-05
17.2154407978,0.0107968330383,0.886540009833,0.999914574479,0.5,0.1,ls,4,auto,1,5,1000,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 1000, 'max_features': 'auto', 'min_samples_split': 5, 'alpha': 0.5, 'max_depth': 4}",131,0.897539577183,0.999920975431,0.843068960743,0.999926233458,0.898740763444,0.999902587884,0.914858356516,0.999916425135,0.878604361904,0.999906650488,0.234094943268,0.000258113649484,0.0246058621717,8.79541919675e-06
8.42554516792,0.00615963935852,0.887812195877,0.998602482504,0.5,0.1,ls,4,auto,1,10,500,"{'loss': 'ls', 'learning_rate': 0.1, 'min_samples_leaf': 1, 'n_estimators': 500, 'max_features': 'auto', 'min_samples_split': 10, 'alpha': 0.5, 'max_depth': 4}",112,0.896604467501,0.998724397945,0.859785884426,0.998662403361,0.895633161542,0.998615367103,0.911165607226,0.998598998029,0.875938182963,0.998411246079,0.134286317798,0.000140656584017,0.0179503348723,0.000105074648384
